elevator,reason,out_of_service,first_missed,estimated_return,difference (min),duration (min)
EL277,Under Investigation,Fri Mar 30 2018 21:12:00 GMT-0400 (EDT),Fri Mar 30 2018 23:04:08 GMT-0400 (EDT),Sat Mar 31 2018 06:00:00 GMT-0400 (EDT),-415.85585,112.14415000000001
EL601,Under Investigation,Fri Mar 30 2018 22:25:00 GMT-0400 (EDT),Sat Mar 31 2018 00:36:08 GMT-0400 (EDT),Sat Mar 31 2018 07:00:00 GMT-0400 (EDT),-383.8624,131.1376
EL135,Under Investigation,Fri Mar 30 2018 22:27:00 GMT-0400 (EDT),Sat Mar 31 2018 01:27:08 GMT-0400 (EDT),Sat Mar 31 2018 07:00:00 GMT-0400 (EDT),-332.8620333333334,180.13796666666667
EL401,Under Investigation,Fri Mar 30 2018 22:06:00 GMT-0400 (EDT),Fri Mar 30 2018 22:21:08 GMT-0400 (EDT),Sat Mar 31 2018 07:00:00 GMT-0400 (EDT),-518.864,15.136
EL125,Under Investigation,Fri Mar 30 2018 23:39:00 GMT-0400 (EDT),Sat Mar 31 2018 01:15:07 GMT-0400 (EDT),Sat Mar 31 2018 08:00:00 GMT-0400 (EDT),-404.8788333333333,96.12116666666667
EL397,Under Investigation,Fri Mar 30 2018 23:33:00 GMT-0400 (EDT),Sat Mar 31 2018 03:45:07 GMT-0400 (EDT),Sat Mar 31 2018 08:00:00 GMT-0400 (EDT),-254.8818,252.1182
EL204,Under Investigation,Fri Mar 30 2018 23:17:00 GMT-0400 (EDT),Fri Mar 30 2018 23:34:09 GMT-0400 (EDT),Sat Mar 31 2018 08:00:00 GMT-0400 (EDT),-505.8498333333334,17.150166666666667
EL104,Under Investigation,Sat Mar 31 2018 00:47:00 GMT-0400 (EDT),Sat Mar 31 2018 03:23:08 GMT-0400 (EDT),Sat Mar 31 2018 09:00:00 GMT-0400 (EDT),-336.8530166666667,156.14698333333334
EL425,Maintenance,Sat Mar 31 2018 04:48:00 GMT-0400 (EDT),Sat Mar 31 2018 10:16:09 GMT-0400 (EDT),Sat Mar 31 2018 10:00:00 GMT-0400 (EDT),16.160166666666665,328.16016666666667
EL602,Under Investigation,Sat Mar 31 2018 01:22:00 GMT-0400 (EDT),Sat Mar 31 2018 03:17:08 GMT-0400 (EDT),Sat Mar 31 2018 10:00:00 GMT-0400 (EDT),-402.8588833333333,115.14111666666666
EL137,Under Investigation,Sat Mar 31 2018 01:11:00 GMT-0400 (EDT),Sat Mar 31 2018 07:07:08 GMT-0400 (EDT),Sat Mar 31 2018 10:00:00 GMT-0400 (EDT),-172.85756666666666,356.1424333333333
EL223,Repair,Sat Mar 31 2018 06:45:00 GMT-0400 (EDT),Sat Mar 31 2018 09:29:08 GMT-0400 (EDT),Sat Mar 31 2018 11:00:00 GMT-0400 (EDT),-90.85191666666667,164.14808333333335
EL222,Maintenance,Sat Mar 31 2018 05:33:00 GMT-0400 (EDT),Sat Mar 31 2018 06:43:08 GMT-0400 (EDT),Sat Mar 31 2018 11:00:00 GMT-0400 (EDT),-256.85679999999996,70.1432
EL430,Maintenance,Sat Mar 31 2018 04:45:00 GMT-0400 (EDT),Sat Mar 31 2018 09:04:09 GMT-0400 (EDT),Sat Mar 31 2018 11:00:00 GMT-0400 (EDT),-115.84291666666667,259.15708333333333
EL335,Maintenance,Sat Mar 31 2018 04:55:00 GMT-0400 (EDT),Sat Mar 31 2018 10:17:08 GMT-0400 (EDT),Sat Mar 31 2018 11:00:00 GMT-0400 (EDT),-42.850116666666665,322.1498833333333
EL221,Repair,Sat Mar 31 2018 04:50:00 GMT-0400 (EDT),Sat Mar 31 2018 05:34:08 GMT-0400 (EDT),Sat Mar 31 2018 11:00:00 GMT-0400 (EDT),-325.8548,44.1452
EL420,Maintenance,Sat Mar 31 2018 04:43:00 GMT-0400 (EDT),Sat Mar 31 2018 09:30:06 GMT-0400 (EDT),Sat Mar 31 2018 11:00:00 GMT-0400 (EDT),-89.88511666666666,287.11488333333335
EL224,Maintenance,Sat Mar 31 2018 04:20:00 GMT-0400 (EDT),Sat Mar 31 2018 10:11:09 GMT-0400 (EDT),Sat Mar 31 2018 11:00:00 GMT-0400 (EDT),-48.84793333333334,351.15206666666666
EL204,Under Investigation,Sat Mar 31 2018 03:46:00 GMT-0400 (EDT),Sat Mar 31 2018 07:01:08 GMT-0400 (EDT),Sat Mar 31 2018 11:00:00 GMT-0400 (EDT),-238.85996666666668,195.14003333333332
EL104,Under Investigation,Sat Mar 31 2018 02:56:00 GMT-0400 (EDT),Sat Mar 31 2018 05:46:09 GMT-0400 (EDT),Sat Mar 31 2018 11:00:00 GMT-0400 (EDT),-313.83955,170.16045
EL107,Repair,Sat Mar 31 2018 02:31:00 GMT-0400 (EDT),Sun Apr 01 2018 10:03:11 GMT-0400 (EDT),Sat Mar 31 2018 11:00:00 GMT-0400 (EDT),1383.1837166666667,1892.1837166666667
EL142,Under Investigation,Sat Mar 31 2018 03:59:00 GMT-0400 (EDT),Sat Mar 31 2018 06:43:08 GMT-0400 (EDT),Sat Mar 31 2018 12:00:00 GMT-0400 (EDT),-316.85679999999996,164.1432
EL110,Under Investigation,Sat Mar 31 2018 04:26:00 GMT-0400 (EDT),Sat Mar 31 2018 06:07:08 GMT-0400 (EDT),Sat Mar 31 2018 13:00:00 GMT-0400 (EDT),-412.8595666666667,101.14043333333333
EL104,Under Investigation,Sat Mar 31 2018 06:27:00 GMT-0400 (EDT),Sat Mar 31 2018 08:19:09 GMT-0400 (EDT),Sat Mar 31 2018 14:00:00 GMT-0400 (EDT),-340.8390166666667,112.16098333333333
EL413,Under Investigation,Sat Mar 31 2018 06:20:00 GMT-0400 (EDT),Sun Apr 01 2018 01:39:08 GMT-0400 (EDT),Sat Mar 31 2018 15:00:00 GMT-0400 (EDT),639.1416166666667,1159.1416166666668
EL761,Under Investigation,Sat Mar 31 2018 09:44:00 GMT-0400 (EDT),Sat Mar 31 2018 17:03:08 GMT-0400 (EDT),Sat Mar 31 2018 17:00:00 GMT-0400 (EDT),3.134983333333333,439.1349833333333
EL710,Under Investigation,Sat Mar 31 2018 11:53:00 GMT-0400 (EDT),Sat Mar 31 2018 13:47:09 GMT-0400 (EDT),Sat Mar 31 2018 20:00:00 GMT-0400 (EDT),-372.8455666666667,114.15443333333333
EL187,Under Investigation,Sat Mar 31 2018 13:35:00 GMT-0400 (EDT),Sat Mar 31 2018 14:34:08 GMT-0400 (EDT),Sat Mar 31 2018 22:00:00 GMT-0400 (EDT),-445.8502,59.1498
EL397,Under Investigation,Sat Mar 31 2018 15:15:00 GMT-0400 (EDT),Sat Mar 31 2018 15:40:07 GMT-0400 (EDT),Sat Mar 31 2018 23:00:00 GMT-0400 (EDT),-439.87143333333336,25.128566666666664
EL277,Under Investigation,Sat Mar 31 2018 15:05:00 GMT-0400 (EDT),Sat Mar 31 2018 16:37:08 GMT-0400 (EDT),Sat Mar 31 2018 23:00:00 GMT-0400 (EDT),-382.85908333333333,92.14091666666667
EL290X,Repair,Sat Mar 31 2018 15:30:00 GMT-0400 (EDT),Mon Apr 02 2018 23:01:27 GMT-0400 (EDT),Sun Apr 01 2018 00:00:00 GMT-0400 (EDT),2821.4571833333334,3331.4571833333334
EL104,Under Investigation,Sat Mar 31 2018 15:52:00 GMT-0400 (EDT),Sat Mar 31 2018 17:05:08 GMT-0400 (EDT),Sun Apr 01 2018 00:00:00 GMT-0400 (EDT),-414.8535166666667,73.14648333333334
EL104,Repair,Sat Mar 31 2018 17:20:00 GMT-0400 (EDT),Sat Mar 31 2018 19:37:08 GMT-0400 (EDT),Sun Apr 01 2018 01:00:00 GMT-0400 (EDT),-322.85974999999996,137.14025
EL245,Under Investigation,Sat Mar 31 2018 16:44:00 GMT-0400 (EDT),Sat Mar 31 2018 19:14:08 GMT-0400 (EDT),Sun Apr 01 2018 01:00:00 GMT-0400 (EDT),-345.8605,150.13950000000003
EL498,Under Investigation,Sat Mar 31 2018 16:12:00 GMT-0400 (EDT),Mon Apr 02 2018 23:05:09 GMT-0400 (EDT),Sun Apr 01 2018 01:00:00 GMT-0400 (EDT),2765.16605,3293.16605
EL341,Under Investigation,Sat Mar 31 2018 15:00:00 GMT-0400 (EDT),Sun Apr 01 2018 02:49:13 GMT-0400 (EDT),Sun Apr 01 2018 01:00:00 GMT-0400 (EDT),109.22653333333332,709.2265333333332
EL341,Under Investigation,Sat Mar 31 2018 16:23:00 GMT-0400 (EDT),Sat Mar 31 2018 16:34:10 GMT-0400 (EDT),Sun Apr 01 2018 01:00:00 GMT-0400 (EDT),-505.82453333333336,11.175466666666667
EL437,Under Investigation,Sat Mar 31 2018 15:01:00 GMT-0400 (EDT),Sat Mar 31 2018 18:23:10 GMT-0400 (EDT),Sun Apr 01 2018 01:00:00 GMT-0400 (EDT),-396.8297166666667,202.17028333333334
EL133,Under Investigation,Sat Mar 31 2018 19:50:00 GMT-0400 (EDT),Mon Apr 02 2018 01:27:09 GMT-0400 (EDT),Sun Apr 01 2018 04:00:00 GMT-0400 (EDT),1287.1644666666666,1777.1644666666666
EL105,Under Investigation,Sat Mar 31 2018 19:35:00 GMT-0400 (EDT),Sat Mar 31 2018 21:00:06 GMT-0400 (EDT),Sun Apr 01 2018 04:00:00 GMT-0400 (EDT),-419.8860666666667,85.11393333333334
EL225,Repair,Sat Mar 31 2018 19:38:00 GMT-0400 (EDT),Sun Apr 01 2018 00:35:07 GMT-0400 (EDT),Sun Apr 01 2018 04:00:00 GMT-0400 (EDT),-204.8692,297.1308
EL187,Under Investigation,Sun Apr 01 2018 00:09:00 GMT-0400 (EDT),Tue Apr 03 2018 10:48:11 GMT-0400 (EDT),Sun Apr 01 2018 05:00:00 GMT-0400 (EDT),3228.18345,3519.18345
EL210,Under Investigation,Sat Mar 31 2018 20:51:00 GMT-0400 (EDT),Sun Apr 01 2018 01:51:09 GMT-0400 (EDT),Sun Apr 01 2018 05:00:00 GMT-0400 (EDT),-188.84948333333332,300.15051666666665
EL237,Under Investigation,Sat Mar 31 2018 20:34:00 GMT-0400 (EDT),Sun Apr 01 2018 15:43:10 GMT-0400 (EDT),Sun Apr 01 2018 05:00:00 GMT-0400 (EDT),643.1691166666666,1149.1691166666667
EL214,Under Investigation,Sat Mar 31 2018 20:15:00 GMT-0400 (EDT),Sat Mar 31 2018 23:35:09 GMT-0400 (EDT),Sun Apr 01 2018 05:00:00 GMT-0400 (EDT),-324.8450166666667,200.15498333333335
EL277,Under Investigation,Sat Mar 31 2018 22:00:00 GMT-0400 (EDT),Sun Apr 01 2018 01:13:08 GMT-0400 (EDT),Sun Apr 01 2018 06:00:00 GMT-0400 (EDT),-286.86334999999997,193.13665
EL372,Under Investigation,Sat Mar 31 2018 21:58:00 GMT-0400 (EDT),Sat Mar 31 2018 23:08:08 GMT-0400 (EDT),Sun Apr 01 2018 06:00:00 GMT-0400 (EDT),-411.85676666666666,70.14323333333333
EL204,Under Investigation,Sat Mar 31 2018 21:15:00 GMT-0400 (EDT),Sat Mar 31 2018 22:20:07 GMT-0400 (EDT),Sun Apr 01 2018 06:00:00 GMT-0400 (EDT),-459.8704333333333,65.12956666666666
EL425,Under Investigation,Sat Mar 31 2018 21:05:00 GMT-0400 (EDT),Sat Mar 31 2018 23:02:08 GMT-0400 (EDT),Sun Apr 01 2018 06:00:00 GMT-0400 (EDT),-417.86089999999996,117.1391
EL706,Under Investigation,Sat Mar 31 2018 22:05:00 GMT-0400 (EDT),Sat Mar 31 2018 23:52:09 GMT-0400 (EDT),Sun Apr 01 2018 07:00:00 GMT-0400 (EDT),-427.8396,107.1604
EL224,Under Investigation,Sat Mar 31 2018 23:59:00 GMT-0400 (EDT),Sun Apr 01 2018 10:29:13 GMT-0400 (EDT),Sun Apr 01 2018 08:00:00 GMT-0400 (EDT),149.21936666666667,630.2193666666666
EL145,Under Investigation,Sat Mar 31 2018 23:17:00 GMT-0400 (EDT),Sun Apr 01 2018 01:43:08 GMT-0400 (EDT),Sun Apr 01 2018 08:00:00 GMT-0400 (EDT),-376.864,146.136
EL188,Under Investigation,Sat Mar 31 2018 23:08:00 GMT-0400 (EDT),Sun Apr 01 2018 00:10:08 GMT-0400 (EDT),Sun Apr 01 2018 08:00:00 GMT-0400 (EDT),-469.8606833333333,62.139316666666666
EL144,Under Investigation,Sun Apr 01 2018 01:47:00 GMT-0400 (EDT),Sun Apr 01 2018 05:21:09 GMT-0400 (EDT),Sun Apr 01 2018 10:00:00 GMT-0400 (EDT),-278.83865,214.16135
EL210,Maintenance,Sun Apr 01 2018 08:15:00 GMT-0400 (EDT),Sun Apr 01 2018 10:15:09 GMT-0400 (EDT),Sun Apr 01 2018 11:00:00 GMT-0400 (EDT),-44.835166666666666,120.16483333333333
EL148,Maintenance,Sun Apr 01 2018 07:52:00 GMT-0400 (EDT),Sun Apr 01 2018 10:11:11 GMT-0400 (EDT),Sun Apr 01 2018 11:00:00 GMT-0400 (EDT),-48.808233333333334,139.19176666666667
EL382,Under Investigation,Sun Apr 01 2018 02:15:00 GMT-0400 (EDT),Sun Apr 01 2018 07:42:10 GMT-0400 (EDT),Sun Apr 01 2018 11:00:00 GMT-0400 (EDT),-197.8259833333333,327.17401666666666
EL383,Under Investigation,Sun Apr 01 2018 02:15:00 GMT-0400 (EDT),Sun Apr 01 2018 07:42:10 GMT-0400 (EDT),Sun Apr 01 2018 11:00:00 GMT-0400 (EDT),-197.8259833333333,327.17401666666666
EL210,Maintenance,Sun Apr 01 2018 04:30:00 GMT-0400 (EDT),Sun Apr 01 2018 07:14:11 GMT-0400 (EDT),Sun Apr 01 2018 11:00:00 GMT-0400 (EDT),-225.81351666666666,164.18648333333334
EL431,Repair,Sat Mar 31 2018 20:40:00 GMT-0400 (EDT),Sun Apr 01 2018 10:19:10 GMT-0400 (EDT),Sun Apr 01 2018 11:00:00 GMT-0400 (EDT),-40.8247,819.1753
EL431,Repair,Sat Mar 31 2018 20:00:00 GMT-0400 (EDT),Sat Mar 31 2018 20:45:08 GMT-0400 (EDT),Sun Apr 01 2018 11:00:00 GMT-0400 (EDT),-854.8627333333334,45.13726666666666
EL117,Under Investigation,Sun Apr 01 2018 03:34:00 GMT-0400 (EDT),Sun Apr 01 2018 04:41:11 GMT-0400 (EDT),Sun Apr 01 2018 12:00:00 GMT-0400 (EDT),-438.8165833333333,67.18341666666667
EL391,Under Investigation,Sun Apr 01 2018 03:34:00 GMT-0400 (EDT),Sun Apr 01 2018 09:40:09 GMT-0400 (EDT),Sun Apr 01 2018 12:00:00 GMT-0400 (EDT),-139.83576666666667,366.1642333333333
EL119,Repair,Sun Apr 01 2018 04:22:00 GMT-0400 (EDT),Sun Apr 01 2018 05:41:08 GMT-0400 (EDT),Sun Apr 01 2018 13:00:00 GMT-0400 (EDT),-438.85178333333334,79.14821666666667
EL279X,Repair,Sun Apr 01 2018 05:20:00 GMT-0400 (EDT),Tue Apr 03 2018 02:05:09 GMT-0400 (EDT),Sun Apr 01 2018 14:00:00 GMT-0400 (EDT),2165.1507,2685.1506999999997
EL436,Under Investigation,Sun Apr 01 2018 05:46:00 GMT-0400 (EDT),Sun Apr 01 2018 10:19:10 GMT-0400 (EDT),Sun Apr 01 2018 14:00:00 GMT-0400 (EDT),-220.8247,273.1753
EL333,Under Investigation,Sun Apr 01 2018 05:15:00 GMT-0400 (EDT),Sun Apr 01 2018 11:58:10 GMT-0400 (EDT),Sun Apr 01 2018 14:00:00 GMT-0400 (EDT),-121.82891666666666,403.17108333333334
EL209,Under Investigation,Sun Apr 01 2018 06:06:00 GMT-0400 (EDT),Sun Apr 01 2018 06:18:09 GMT-0400 (EDT),Sun Apr 01 2018 15:00:00 GMT-0400 (EDT),-521.8347833333333,12.165216666666668
EL372,Under Investigation,Sun Apr 01 2018 07:57:00 GMT-0400 (EDT),Sun Apr 01 2018 10:28:11 GMT-0400 (EDT),Sun Apr 01 2018 16:00:00 GMT-0400 (EDT),-331.8116,151.1884
EL310,Under Investigation,Sun Apr 01 2018 08:42:00 GMT-0400 (EDT),Sun Apr 01 2018 10:45:08 GMT-0400 (EDT),Sun Apr 01 2018 17:00:00 GMT-0400 (EDT),-374.85566666666665,123.14433333333334
EL206,Under Investigation,Sun Apr 01 2018 08:12:00 GMT-0400 (EDT),Sun Apr 01 2018 13:36:09 GMT-0400 (EDT),Sun Apr 01 2018 17:00:00 GMT-0400 (EDT),-203.83973333333333,324.1602666666667
EL218,Under Investigation,Sun Apr 01 2018 09:52:00 GMT-0400 (EDT),Sun Apr 01 2018 18:50:07 GMT-0400 (EDT),Sun Apr 01 2018 18:00:00 GMT-0400 (EDT),50.1317,538.1317
EL450X,Repair,Sun Apr 01 2018 10:45:00 GMT-0400 (EDT),Sun Apr 01 2018 20:22:09 GMT-0400 (EDT),Sun Apr 01 2018 19:00:00 GMT-0400 (EDT),82.1531,577.1531
EL391,Repair,Sun Apr 01 2018 16:00:00 GMT-0400 (EDT),Sun Apr 01 2018 17:03:09 GMT-0400 (EDT),Sun Apr 01 2018 20:00:00 GMT-0400 (EDT),-176.83515,63.16485
EL440,Repair,Sun Apr 01 2018 14:54:00 GMT-0400 (EDT),Sun Apr 01 2018 19:23:10 GMT-0400 (EDT),Sun Apr 01 2018 21:00:00 GMT-0400 (EDT),-96.8294,269.17060000000004
EL425,Under Investigation,Sun Apr 01 2018 12:59:00 GMT-0400 (EDT),Sun Apr 01 2018 17:55:08 GMT-0400 (EDT),Sun Apr 01 2018 21:00:00 GMT-0400 (EDT),-184.85463333333334,296.1453666666667
EL120,Under Investigation,Sun Apr 01 2018 15:50:00 GMT-0400 (EDT),Sun Apr 01 2018 17:35:09 GMT-0400 (EDT),Mon Apr 02 2018 00:00:00 GMT-0400 (EDT),-384.84749999999997,105.15249999999999
EL303,Under Investigation,Sun Apr 01 2018 16:11:00 GMT-0400 (EDT),Sun Apr 01 2018 18:22:09 GMT-0400 (EDT),Mon Apr 02 2018 01:00:00 GMT-0400 (EDT),-397.84085,131.15915
EL146,Under Investigation,Sun Apr 01 2018 17:55:00 GMT-0400 (EDT),Sun Apr 01 2018 20:53:09 GMT-0400 (EDT),Mon Apr 02 2018 02:00:00 GMT-0400 (EDT),-306.84855,178.15144999999998
EL298,Under Investigation,Sun Apr 01 2018 17:49:00 GMT-0400 (EDT),Sun Apr 01 2018 23:55:09 GMT-0400 (EDT),Mon Apr 02 2018 02:00:00 GMT-0400 (EDT),-124.84351666666666,366.1564833333333
EL191,Under Investigation,Sun Apr 01 2018 17:29:00 GMT-0400 (EDT),Sun Apr 01 2018 22:33:11 GMT-0400 (EDT),Mon Apr 02 2018 02:00:00 GMT-0400 (EDT),-206.81281666666666,304.18718333333334
EL123,Under Investigation,Sun Apr 01 2018 17:14:00 GMT-0400 (EDT),Sun Apr 01 2018 22:53:10 GMT-0400 (EDT),Mon Apr 02 2018 02:00:00 GMT-0400 (EDT),-186.82346666666666,339.17653333333334
EL109,Under Investigation,Sun Apr 01 2018 19:14:00 GMT-0400 (EDT),Sun Apr 01 2018 21:35:10 GMT-0400 (EDT),Mon Apr 02 2018 04:00:00 GMT-0400 (EDT),-384.8312833333333,141.16871666666665
EL206,Under Investigation,Sun Apr 01 2018 19:10:00 GMT-0400 (EDT),Sun Apr 01 2018 20:17:09 GMT-0400 (EDT),Mon Apr 02 2018 04:00:00 GMT-0400 (EDT),-462.84863333333334,67.15136666666666
EL122,Under Investigation,Sun Apr 01 2018 20:33:00 GMT-0400 (EDT),Mon Apr 02 2018 02:40:08 GMT-0400 (EDT),Mon Apr 02 2018 05:00:00 GMT-0400 (EDT),-139.85420000000002,367.1458
EL104,Under Investigation,Sun Apr 01 2018 21:45:00 GMT-0400 (EDT),Mon Apr 02 2018 00:34:10 GMT-0400 (EDT),Mon Apr 02 2018 06:00:00 GMT-0400 (EDT),-325.8235,169.1765
EL425,Under Investigation,Sun Apr 01 2018 21:48:00 GMT-0400 (EDT),Sun Apr 01 2018 23:53:10 GMT-0400 (EDT),Mon Apr 02 2018 06:00:00 GMT-0400 (EDT),-366.8185666666667,125.18143333333335
EL206,Under Investigation,Sun Apr 01 2018 21:27:00 GMT-0400 (EDT),Mon Apr 02 2018 00:41:09 GMT-0400 (EDT),Mon Apr 02 2018 06:00:00 GMT-0400 (EDT),-318.83956666666666,194.16043333333334
EL450X,Under Investigation,Sun Apr 01 2018 21:33:00 GMT-0400 (EDT),Mon Apr 02 2018 23:01:27 GMT-0400 (EDT),Mon Apr 02 2018 06:00:00 GMT-0400 (EDT),1021.4571833333333,1528.4571833333332
EL244,Under Investigation,Sun Apr 01 2018 21:01:00 GMT-0400 (EDT),Mon Apr 02 2018 02:55:09 GMT-0400 (EDT),Mon Apr 02 2018 06:00:00 GMT-0400 (EDT),-184.83561666666668,354.1643833333334
EL701,Under Investigation,Sun Apr 01 2018 22:42:00 GMT-0400 (EDT),Mon Apr 02 2018 01:50:07 GMT-0400 (EDT),Mon Apr 02 2018 07:00:00 GMT-0400 (EDT),-309.8669,188.1331
EL719,Under Investigation,Sun Apr 01 2018 22:46:00 GMT-0400 (EDT),Mon Apr 02 2018 01:54:07 GMT-0400 (EDT),Mon Apr 02 2018 07:00:00 GMT-0400 (EDT),-305.87233333333336,188.12766666666667
EL107,Under Investigation,Mon Apr 02 2018 00:43:00 GMT-0400 (EDT),Mon Apr 02 2018 02:34:10 GMT-0400 (EDT),Mon Apr 02 2018 08:00:00 GMT-0400 (EDT),-325.8292333333333,111.17076666666667
EL340,Under Investigation,Sun Apr 01 2018 23:37:00 GMT-0400 (EDT),Mon Apr 02 2018 23:01:27 GMT-0400 (EDT),Mon Apr 02 2018 08:00:00 GMT-0400 (EDT),901.4571833333333,1404.4571833333332
EL303,Under Investigation,Mon Apr 02 2018 01:31:00 GMT-0400 (EDT),Mon Apr 02 2018 23:01:27 GMT-0400 (EDT),Mon Apr 02 2018 09:00:00 GMT-0400 (EDT),841.4571833333333,1290.4571833333332
EL143,Under Investigation,Mon Apr 02 2018 00:20:00 GMT-0400 (EDT),Mon Apr 02 2018 23:01:27 GMT-0400 (EDT),Mon Apr 02 2018 09:00:00 GMT-0400 (EDT),841.4571833333333,1361.4571833333332
EL438,Under Investigation,Mon Apr 02 2018 01:50:00 GMT-0400 (EDT),Mon Apr 02 2018 23:01:27 GMT-0400 (EDT),Mon Apr 02 2018 10:00:00 GMT-0400 (EDT),781.4571833333333,1271.4571833333332
EL145,Under Investigation,Mon Apr 02 2018 01:28:00 GMT-0400 (EDT),Mon Apr 02 2018 23:01:27 GMT-0400 (EDT),Mon Apr 02 2018 10:00:00 GMT-0400 (EDT),781.4571833333333,1293.4571833333332
EL319,Repair,Mon Apr 02 2018 14:12:00 GMT-0400 (EDT),Tue Apr 03 2018 09:20:07 GMT-0400 (EDT),Mon Apr 02 2018 23:00:00 GMT-0400 (EDT),620.1291166666667,1148.1291166666667
EL119,Under Investigation,Mon Apr 02 2018 23:41:00 GMT-0400 (EDT),Thu Apr 05 2018 16:09:10 GMT-0400 (EDT),Tue Apr 03 2018 03:00:00 GMT-0400 (EDT),3669.18045,3868.18045
EL311,Repair,Mon Apr 02 2018 13:10:00 GMT-0400 (EDT),Tue Apr 03 2018 10:24:10 GMT-0400 (EDT),Tue Apr 03 2018 05:00:00 GMT-0400 (EDT),324.1725833333333,1274.1725833333333
EL125,Under Investigation,Mon Apr 02 2018 20:52:00 GMT-0400 (EDT),Tue Apr 03 2018 01:06:09 GMT-0400 (EDT),Tue Apr 03 2018 05:00:00 GMT-0400 (EDT),-233.84753333333336,254.15246666666664
EL372,Under Investigation,Mon Apr 02 2018 21:27:00 GMT-0400 (EDT),Tue Apr 03 2018 09:51:10 GMT-0400 (EDT),Tue Apr 03 2018 06:00:00 GMT-0400 (EDT),231.17115,744.17115
EL290X,Repair,Tue Apr 03 2018 00:00:00 GMT-0400 (EDT),Tue Apr 03 2018 10:07:10 GMT-0400 (EDT),Tue Apr 03 2018 08:00:00 GMT-0400 (EDT),127.16935,607.16935
EL395,Under Investigation,Mon Apr 02 2018 23:23:00 GMT-0400 (EDT),Tue Apr 03 2018 02:37:09 GMT-0400 (EDT),Tue Apr 03 2018 08:00:00 GMT-0400 (EDT),-322.8338,194.1662
EL394,Maintenance,Tue Apr 03 2018 06:35:00 GMT-0400 (EDT),Tue Apr 03 2018 08:35:08 GMT-0400 (EDT),Tue Apr 03 2018 08:30:00 GMT-0400 (EDT),5.142733333333334,120.14273333333334
EL244,Cleaning,Tue Apr 03 2018 04:53:00 GMT-0400 (EDT),Tue Apr 03 2018 05:35:09 GMT-0400 (EDT),Tue Apr 03 2018 09:00:00 GMT-0400 (EDT),-204.84083333333334,42.15916666666667
EL117,Inspection,Tue Apr 03 2018 05:29:00 GMT-0400 (EDT),Tue Apr 03 2018 09:02:09 GMT-0400 (EDT),Tue Apr 03 2018 09:15:00 GMT-0400 (EDT),-12.845216666666666,213.15478333333334
EL122,Maintenance,Tue Apr 03 2018 04:56:00 GMT-0400 (EDT),Tue Apr 03 2018 10:18:09 GMT-0400 (EDT),Tue Apr 03 2018 10:00:00 GMT-0400 (EDT),18.152916666666666,322.15291666666667
EL230,Maintenance,Tue Apr 03 2018 04:31:00 GMT-0400 (EDT),Tue Apr 03 2018 09:59:09 GMT-0400 (EDT),Tue Apr 03 2018 10:00:00 GMT-0400 (EDT),-0.8350833333333333,328.16491666666667
EL159,Under Investigation,Tue Apr 03 2018 01:08:00 GMT-0400 (EDT),Tue Apr 03 2018 02:50:07 GMT-0400 (EDT),Tue Apr 03 2018 10:00:00 GMT-0400 (EDT),-429.87803333333335,102.12196666666667
EL141,Maintenance,Tue Apr 03 2018 04:30:00 GMT-0400 (EDT),Tue Apr 03 2018 10:33:09 GMT-0400 (EDT),Tue Apr 03 2018 10:15:00 GMT-0400 (EDT),18.163233333333334,363.1632333333334
EL395,Access Improvements,Tue Apr 03 2018 09:11:00 GMT-0400 (EDT),Tue Apr 03 2018 10:16:08 GMT-0400 (EDT),Tue Apr 03 2018 11:00:00 GMT-0400 (EDT),-43.85496666666666,65.14503333333333
EL189,Maintenance,Tue Apr 03 2018 06:10:00 GMT-0400 (EDT),Tue Apr 03 2018 10:11:10 GMT-0400 (EDT),Tue Apr 03 2018 11:00:00 GMT-0400 (EDT),-48.82828333333334,241.17171666666667
EL107,Maintenance,Tue Apr 03 2018 07:06:00 GMT-0400 (EDT),Tue Apr 03 2018 10:45:08 GMT-0400 (EDT),Tue Apr 03 2018 11:00:00 GMT-0400 (EDT),-14.8574,219.14260000000002
EL393,Access Improvements,Tue Apr 03 2018 05:10:00 GMT-0400 (EDT),Tue Apr 03 2018 06:35:08 GMT-0400 (EDT),Tue Apr 03 2018 11:00:00 GMT-0400 (EDT),-264.85315,85.14685
EL426,Inspection,Tue Apr 03 2018 04:50:00 GMT-0400 (EDT),Tue Apr 03 2018 09:43:09 GMT-0400 (EDT),Tue Apr 03 2018 11:00:00 GMT-0400 (EDT),-76.83603333333333,293.1639666666667
EL439,Maintenance,Tue Apr 03 2018 04:34:00 GMT-0400 (EDT),Tue Apr 03 2018 09:52:10 GMT-0400 (EDT),Tue Apr 03 2018 11:00:00 GMT-0400 (EDT),-67.83005,318.16995000000003
EL435,Maintenance,Tue Apr 03 2018 04:30:00 GMT-0400 (EDT),Tue Apr 03 2018 09:52:10 GMT-0400 (EDT),Tue Apr 03 2018 11:00:00 GMT-0400 (EDT),-67.83005,322.16995000000003
EL113,Under Investigation,Tue Apr 03 2018 02:42:00 GMT-0400 (EDT),Tue Apr 03 2018 07:32:09 GMT-0400 (EDT),Tue Apr 03 2018 11:00:00 GMT-0400 (EDT),-207.84875,290.15125
